dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,dimension9,dimension10,dimension11,dimension12,dimension13,dimension14,dimension15,dimension16,dimension17,dimension18,dimension19,dimension20,dimension21,dimension22,dimension23,dimension24,dimension25,dimension26,dimension27,dimension28,dimension29,dimension30,dimension31,dimension32,dimension33,dimension34,dimension35,dimension36,dimension37,dimension38,dimension39,dimension40,dimension41,dimension42,dimension43,dimension44,dimension45,dimension46,dimension47,dimension48,dimension49,dimension50,dimension51,dimension52,dimension53,dimension54,dimension55,dimension56,dimension57,dimension58,dimension59,dimension60,dimension61,dimension62,dimension63,dimension64,dimension65,dimension66,dimension67,dimension68,dimension69,dimension70,dimension71,dimension72,dimension73,dimension74,dimension75,dimension76,dimension77,dimension78,dimension79,dimension80,dimension81,dimension82,dimension83,dimension84,dimension85,dimension86,dimension87,dimension88,dimension89,dimension90,dimension91,dimension92,dimension93,dimension94,dimension95,dimension96,dimension97,dimension98,dimension99,dimension100,dimension101,dimension102,dimension103,dimension104,dimension105,dimension106,dimension107,dimension108,dimension109,dimension110,dimension111,dimension112,dimension113,dimension114,dimension115,dimension116,dimension117,dimension118,dimension119,dimension120,dimension121,dimension122,dimension123,dimension124,dimension125,dimension126,dimension127,dimension128,dimension129,dimension130,dimension131,dimension132,dimension133,dimension134,dimension135,dimension136,dimension137,dimension138,dimension139,dimension140,dimension141,dimension142,dimension143,dimension144,dimension145,dimension146,dimension147,dimension148,dimension149,dimension150,dimension151,dimension152,dimension153,dimension154,dimension155,dimension156,dimension157,dimension158,dimension159,dimension160,dimension161,dimension162,dimension163,dimension164,dimension165,dimension166,dimension167,dimension168,dimension169,dimension170,dimension171,dimension172,dimension173,dimension174,dimension175,dimension176,dimension177,dimension178,dimension179,dimension180,dimension181,dimension182,dimension183,dimension184,dimension185,dimension186,dimension187,dimension188,dimension189,dimension190,dimension191,dimension192,dimension193,dimension194,dimension195,dimension196,dimension197,dimension198,dimension199,dimension200,categories
-0.227501,0.120654,0.0715362,-0.268058,0.0425662,0.0824151,0.426383,0.0755152,-0.0793019,0.220086,-0.103919,0.0633828,-0.113895,0.042362,-0.0107987,0.0294524,-0.0640521,0.0681363,-0.258141,0.135509,-0.00737801,-0.334803,-0.342509,-0.268827,-0.0709316,-0.14041,0.0566842,0.0266182,-0.0435067,-0.161328,-0.13721,-0.0131705,-0.0180781,0.0426974,0.0916396,-0.0182042,-0.0852901,0.157463,-0.190526,-0.0905243,-0.1075,-0.0204457,0.10118,0.00179229,0.0207033,0.222373,-0.0725362,-0.0887443,-0.323572,0.159188,-0.169985,-0.197489,0.220799,-0.0862484,0.115638,-0.0166076,-0.0401882,0.180647,-0.0454449,-0.00521383,0.00309207,-0.133794,0.200803,0.00299781,0.261729,0.152947,-0.0453757,-0.0994867,-0.0620538,0.00490303,-0.0950118,0.0133784,-0.0107617,0.0758376,0.136088,0.270067,0.0331746,-0.295075,-0.375009,0.117731,-0.226352,0.0154344,0.0751226,-0.0393973,0.147633,0.0809207,0.0733069,-0.0344702,-0.0748736,0.168536,0.00952793,0.103426,0.185313,-0.0146908,0.243669,0.128872,-0.139257,-0.00310925,-0.0552753,-0.1382,-0.532005,0.523608,-0.265368,-0.443813,0.0586912,-0.231978,-0.571394,-0.268959,0.236392,0.358934,-0.384392,0.0744379,0.267701,0.172726,-0.0393279,0.0659826,-0.0113883,0.27936,0.322578,0.109053,-0.18426,0.0454431,0.0336507,-0.249187,-0.303603,0.244403,-0.0268777,0.330045,-0.103176,-0.18403,0.21512,-0.0758056,-0.0731632,-0.451562,-0.160526,0.160563,0.128793,0.0422994,-0.15459,-0.359377,-0.433425,-0.304303,0.0833226,0.223652,0.00659422,0.204046,-0.240715,0.243425,0.51115,0.268094,0.437945,0.438137,0.242417,-0.0888244,0.098448,-0.390999,0.0180552,0.320274,0.0946772,-0.168986,0.113596,0.046528,0.0791003,-0.097344,0.316548,-0.0566269,-0.327004,0.315981,0.138643,0.00626427,0.0594659,0.160634,-0.269767,0.68512,0.129142,0.0395722,-0.175539,0.0436258,-0.173281,0.116638,0.0595731,-0.303119,0.317148,-0.262942,0.414654,0.402024,-0.0506497,-0.104765,0.167156,0.274065,-0.106506,0.308229,0.269156,0.0664517,0.106313,0.15047,0.230692,0.220483,0.0360651,0.370799,0
-0.207991,0.108245,0.0643583,-0.24166,0.0380554,0.0763949,0.384129,0.0684469,-0.0687994,0.198687,-0.0890974,0.0545626,-0.102564,0.0415774,-0.0092113,0.0247353,-0.0587349,0.0585981,-0.234816,0.126631,-0.00643276,-0.301852,-0.310096,-0.244083,-0.065796,-0.13035,0.050473,0.0212829,-0.034119,-0.147739,-0.125544,-0.0130414,-0.0141334,0.034,0.0850383,-0.0191291,-0.0783854,0.136297,-0.173871,-0.0852249,-0.0977984,-0.0234533,0.0868274,0.00431933,0.0244032,0.199465,-0.0626337,-0.0770138,-0.290362,0.144337,-0.151946,-0.178539,0.199031,-0.0847033,0.107497,-0.0178456,-0.035622,0.156925,-0.0431821,-0.00684862,0.000124344,-0.12331,0.180429,-0.000491091,0.232284,0.13271,-0.0426977,-0.0909127,-0.0575706,0.00223646,-0.0866839,0.0123309,-0.00840658,0.0707959,0.122236,0.245762,0.0314275,-0.25916,-0.342973,0.1002,-0.205337,0.0144639,0.0699043,-0.0296331,0.13146,0.0760552,0.0667137,-0.0338643,-0.0645083,0.148409,0.0130322,0.0905325,0.170954,-0.0158823,0.221809,0.117221,-0.123114,0.00430855,-0.0519085,-0.127396,-0.488515,0.519523,-0.289934,-0.383839,0.0350505,-0.228747,-0.562605,-0.214647,0.251184,0.345923,-0.353505,0.0907269,0.278083,0.158832,-0.00582572,0.0413866,-0.0147785,0.23934,0.28188,0.0992346,-0.150234,0.056987,0.0210034,-0.228464,-0.351934,0.214513,-0.0490433,0.304167,-0.0582778,-0.114357,0.187257,-0.0904534,-0.0796868,-0.445694,-0.165819,0.149794,0.0791934,0.0156787,-0.105679,-0.27407,-0.420483,-0.282119,0.116822,0.220086,0.0142216,0.16398,-0.213958,0.189936,0.508806,0.250657,0.40061,0.397289,0.27325,-0.048608,0.0299249,-0.355453,-0.0263851,0.33773,0.089352,-0.141285,0.144165,0.0283255,0.0771724,-0.0850389,0.320387,-0.091085,-0.311554,0.290764,0.127954,0.00812719,0.0717711,0.219308,-0.266104,0.61861,0.127075,0.03841,-0.206725,0.00732959,-0.140733,0.115954,0.0766421,-0.247837,0.284227,-0.268001,0.386356,0.358151,-0.0970752,-0.115965,0.165366,0.216964,-0.111747,0.328233,0.219181,0.0811707,0.11798,0.163461,0.274749,0.201072,0.0165174,0.320177,0
-0.257726,0.137454,0.0992918,-0.308846,0.0551355,0.0988378,0.503065,0.0824029,-0.113795,0.259636,-0.131022,0.0694687,-0.131263,0.0405751,-0.0310247,0.0438689,-0.076209,0.0806324,-0.300017,0.158856,-0.0141607,-0.405773,-0.402239,-0.320831,-0.0760107,-0.151605,0.0635162,0.0388854,-0.0605614,-0.18188,-0.161,-0.0184598,-0.00856867,0.0646851,0.118337,-0.00959263,-0.100559,0.198868,-0.214438,-0.0930036,-0.125565,-0.0207641,0.113655,0.00372256,0.0188982,0.257,-0.101644,-0.102585,-0.395528,0.187073,-0.206123,-0.236008,0.260132,-0.0891568,0.12816,-0.00971946,-0.0744402,0.228638,-0.0441094,-0.00164143,0.0269684,-0.150985,0.248232,0.00196846,0.317286,0.182818,-0.0431821,-0.113128,-0.0795511,0.0134927,-0.117037,0.0137192,-0.027983,0.0775651,0.157017,0.304692,0.0487306,-0.372008,-0.417703,0.142172,-0.267174,0.0228395,0.0777345,-0.0736463,0.182577,0.103319,0.103481,-0.0347898,-0.104703,0.22022,-0.000327836,0.114604,0.211018,-0.005961,0.285168,0.154709,-0.16824,-0.0374522,-0.0633714,-0.143115,-0.526686,0.485387,-0.288246,-0.492486,0.0909042,-0.271171,-0.596317,-0.250993,0.222652,0.334254,-0.453066,0.0978261,0.258761,0.207969,-0.0512197,0.106961,-0.0103961,0.320203,0.380416,0.145465,-0.234133,0.114446,0.0364189,-0.296539,-0.263885,0.283798,0.073641,0.314695,-0.130275,-0.190599,0.162115,-0.0684781,-0.0649252,-0.437889,-0.164479,0.170455,0.147008,0.0412117,-0.184689,-0.395787,-0.463213,-0.286301,0.0730966,0.157213,-0.0497087,0.302803,-0.250698,0.248555,0.546177,0.28543,0.477983,0.489612,0.184031,-0.147657,0.162359,-0.438543,0.119616,0.278048,0.158192,-0.228956,0.0774585,0.0655837,0.145135,-0.113383,0.302908,0.0155435,-0.389997,0.377637,0.134943,0.00898664,0.0458556,0.137329,-0.297736,0.788489,0.131002,-0.000496304,-0.109839,0.15964,-0.200384,0.129551,-0.00985921,-0.337589,0.407144,-0.23082,0.51511,0.485004,0.0333529,-0.130461,0.244508,0.258915,-0.117459,0.275953,0.350541,0.0106773,0.00947812,0.170652,0.225482,0.275253,0.0844908,0.429542,0
-0.271585,0.146509,0.109933,-0.328001,0.05348,0.107197,0.535554,0.0880166,-0.125742,0.282131,-0.148532,0.0734024,-0.147357,0.0454938,-0.0423696,0.0469803,-0.0789824,0.0846082,-0.322352,0.173293,-0.00807893,-0.439027,-0.430382,-0.336135,-0.0811698,-0.155765,0.0698751,0.0449672,-0.0669238,-0.191573,-0.167408,-0.0198525,-0.00722559,0.0764946,0.128504,-0.0115306,-0.0998827,0.206147,-0.221336,-0.0943815,-0.133142,-0.0248548,0.115868,0.00599438,0.0155316,0.27112,-0.116204,-0.11058,-0.431479,0.199285,-0.221622,-0.256163,0.279581,-0.0923354,0.133984,-0.00735761,-0.0860107,0.247157,-0.0363346,0.00101756,0.0432134,-0.161766,0.272425,-0.000745505,0.342498,0.197336,-0.0427502,-0.116502,-0.0856314,0.0191089,-0.133236,0.0153776,-0.0279349,0.0798611,0.165647,0.317769,0.0582029,-0.408305,-0.435121,0.154832,-0.290168,0.0287741,0.0750357,-0.0897356,0.197217,0.11344,0.11727,-0.0315385,-0.112287,0.243965,-0.00435737,0.125805,0.222923,-0.00163335,0.299875,0.159169,-0.179346,-0.0506122,-0.0694248,-0.145705,-0.547941,0.53779,-0.344419,-0.519302,0.107355,-0.262645,-0.655039,-0.274704,0.272824,0.368263,-0.499331,0.0980062,0.31335,0.179727,-0.033773,0.105201,-0.0333783,0.332506,0.39209,0.124004,-0.223895,0.125732,0.064299,-0.383784,-0.340264,0.30845,0.0254263,0.312788,-0.134308,-0.2096,0.176213,-0.0826657,-0.0919007,-0.479568,-0.198059,0.229773,0.145306,-0.0134543,-0.211385,-0.420647,-0.519233,-0.348533,0.164025,0.211747,-0.0734095,0.370143,-0.224545,0.240591,0.63598,0.326186,0.518325,0.532201,0.242256,-0.169301,0.155566,-0.448565,0.14085,0.339142,0.190276,-0.228599,0.138593,0.101442,0.217733,-0.122095,0.283804,0.0411403,-0.417996,0.404677,0.145798,0.0243022,0.0561941,0.168735,-0.381933,0.827514,0.122176,-0.0142002,-0.104649,0.211982,-0.179427,0.196316,-0.0389783,-0.345305,0.471616,-0.274153,0.579082,0.50583,0.048767,-0.146341,0.254448,0.249181,-0.142877,0.340035,0.382956,0.0788253,0.0183656,0.165563,0.228459,0.312831,0.114576,0.432998,0
-0.244907,0.129397,0.0962739,-0.295307,0.0519068,0.0884195,0.476251,0.0822814,-0.102456,0.239333,-0.126826,0.0703145,-0.127766,0.044377,-0.0349152,0.042605,-0.0766678,0.0778838,-0.279819,0.156656,-0.0129443,-0.376621,-0.380063,-0.29892,-0.0759079,-0.143413,0.06265,0.0390002,-0.0516563,-0.172675,-0.153091,-0.0181672,-0.00782118,0.0604074,0.109473,-0.00806915,-0.0968324,0.180321,-0.195969,-0.0861746,-0.118927,-0.0228829,0.109943,0.000761042,0.0168879,0.23334,-0.0916646,-0.0920919,-0.368189,0.173906,-0.19114,-0.216803,0.244677,-0.084475,0.119009,-0.0100757,-0.0617359,0.209547,-0.0418589,-0.000108632,0.0237748,-0.1357,0.231466,0.00458006,0.300721,0.168282,-0.0409321,-0.105208,-0.0705382,0.0127537,-0.112554,0.0123182,-0.0266071,0.0726312,0.142804,0.283526,0.0464704,-0.349841,-0.389686,0.130862,-0.252754,0.0246654,0.0735122,-0.0668959,0.170361,0.0976935,0.098453,-0.03352,-0.0938585,0.206718,-0.00480461,0.106977,0.194592,-0.00233407,0.259951,0.140347,-0.160353,-0.0313313,-0.0606658,-0.132053,-0.620262,0.649335,-0.304675,-0.48046,0.105754,-0.219033,-0.654931,-0.317528,0.312957,0.430743,-0.395448,0.0597179,0.308366,0.115444,-0.0118174,0.00811946,-0.0681471,0.289199,0.362646,0.0630397,-0.160922,0.0887655,0.0482494,-0.372332,-0.445285,0.271941,-0.0723133,0.343368,-0.090405,-0.239074,0.258683,-0.11336,-0.134722,-0.537333,-0.213421,0.264469,0.170423,-0.00593198,-0.187639,-0.340257,-0.463249,-0.395835,0.20518,0.288993,-0.0145467,0.347899,-0.216043,0.249546,0.642997,0.332601,0.476887,0.474924,0.27634,-0.089421,0.0424451,-0.411748,0.0542194,0.417481,0.0854445,-0.164383,0.211896,0.097145,0.178132,-0.0664556,0.363989,-0.0160191,-0.371415,0.335949,0.168963,0.00922741,0.0877886,0.227973,-0.348381,0.750092,0.135209,0.0678817,-0.170258,0.0900035,-0.144836,0.199665,0.0414285,-0.321461,0.361362,-0.344809,0.482995,0.434885,-0.0122894,-0.165258,0.148011,0.277393,-0.113147,0.445764,0.315213,0.166019,0.129029,0.167548,0.291702,0.266459,0.0743767,0.369939,0
-0.30396,0.167538,0.14636,-0.391222,0.0639757,0.121593,0.638976,0.0859645,-0.187861,0.333235,-0.193969,0.0889422,-0.159617,0.0320485,-0.0804528,0.0715883,-0.0989866,0.116997,-0.375572,0.190399,-0.0248013,-0.535232,-0.499314,-0.401006,-0.0769552,-0.146648,0.0846695,0.0755608,-0.103487,-0.217881,-0.189278,-0.024347,0.000513649,0.120973,0.168127,0.018373,-0.110025,0.288406,-0.258711,-0.0902052,-0.148066,-0.0066248,0.14122,-0.00840994,-0.00943178,0.335873,-0.171983,-0.138187,-0.5376,0.239069,-0.283758,-0.29361,0.334706,-0.0695844,0.148109,0.0221091,-0.135533,0.338546,-0.0285236,0.00965855,0.0771027,-0.175041,0.338076,0.0161042,0.429308,0.255832,-0.0353984,-0.123733,-0.0986617,0.0424857,-0.152342,0.0213208,-0.0468793,0.0751776,0.187183,0.365301,0.0763679,-0.539367,-0.480698,0.208833,-0.344837,0.035549,0.0734605,-0.152399,0.247151,0.135845,0.158581,-0.0303152,-0.172528,0.321322,-0.0332087,0.147088,0.237748,0.0227674,0.34363,0.196628,-0.22942,-0.11787,-0.0691295,-0.144821,-0.666213,0.535532,-0.339292,-0.635851,0.202431,-0.309189,-0.688584,-0.302366,0.235489,0.379342,-0.55468,0.105091,0.283039,0.246576,-0.126266,0.141845,0.0029247,0.411567,0.529408,0.127024,-0.309832,0.183643,0.088504,-0.439922,-0.1632,0.412135,0.207722,0.394041,-0.215803,-0.3213,0.134166,-0.0520539,-0.0646495,-0.469134,-0.179314,0.212064,0.249736,0.000400303,-0.297823,-0.557491,-0.505035,-0.348675,0.111962,0.157376,-0.142018,0.515355,-0.324977,0.339382,0.666379,0.322895,0.597172,0.648799,0.168075,-0.311054,0.307956,-0.56957,0.272774,0.21134,0.217221,-0.301344,0.00433828,0.121554,0.298721,-0.120484,0.292099,0.155402,-0.498657,0.493423,0.147263,-0.0177776,-0.00343663,0.053104,-0.385718,1.02871,0.112249,-0.0169451,-0.00872154,0.32747,-0.232706,0.207216,-0.114385,-0.440642,0.506467,-0.229442,0.654783,0.609111,0.208212,-0.123085,0.32358,0.311025,-0.120003,0.282541,0.530594,-0.00278811,-0.0652406,0.233061,0.130322,0.462749,0.174212,0.572217,0
-0.205827,0.106723,0.061331,-0.241947,0.0362452,0.0761899,0.381299,0.0652784,-0.0679554,0.199623,-0.0871446,0.0557795,-0.101708,0.0392921,-0.00709542,0.0227126,-0.0573487,0.0591228,-0.233373,0.122975,-0.00696879,-0.300522,-0.307423,-0.242309,-0.0636896,-0.128489,0.0509719,0.0227393,-0.0368451,-0.146738,-0.12178,-0.0112346,-0.0159071,0.0340118,0.0843698,-0.0175403,-0.0770536,0.139484,-0.174777,-0.0838035,-0.0961895,-0.0214289,0.0874096,0.00304007,0.0237512,0.200518,-0.0637699,-0.0784806,-0.289776,0.141729,-0.149642,-0.175309,0.19732,-0.0811466,0.107737,-0.0167372,-0.0372098,0.159718,-0.0430911,-0.00892399,-0.00255534,-0.122472,0.179955,8.08536e-05,0.233551,0.133695,-0.0409609,-0.0913529,-0.0569336,0.00230767,-0.0855627,0.0149526,-0.009729,0.0709041,0.121754,0.245115,0.0297859,-0.257681,-0.341344,0.102463,-0.2031,0.0125945,0.0715468,-0.0321243,0.131091,0.0749004,0.0656673,-0.0340011,-0.0637578,0.146429,0.0131549,0.0914449,0.170797,-0.0146769,0.222521,0.117366,-0.122302,0.00377077,-0.0523506,-0.125424,-0.487013,0.514132,-0.285005,-0.382746,0.0473155,-0.235229,-0.561132,-0.223914,0.237811,0.347371,-0.337974,0.0797504,0.266154,0.168888,-0.00515396,0.0506111,-0.0136012,0.23807,0.28296,0.0832153,-0.152058,0.0500199,0.0115973,-0.221058,-0.311981,0.21841,-0.0511766,0.321045,-0.0733565,-0.136544,0.174079,-0.104768,-0.0647072,-0.433781,-0.152469,0.125889,0.0918401,0.0296519,-0.101569,-0.290925,-0.405598,-0.281923,0.0843023,0.214873,0.0227695,0.139178,-0.222066,0.199876,0.501618,0.22796,0.402195,0.392755,0.255354,-0.0604846,0.0521427,-0.352297,-0.0392417,0.332326,0.0891766,-0.153552,0.115077,0.0279639,0.0579574,-0.0925443,0.308432,-0.0724203,-0.29586,0.282192,0.1408,-0.00188464,0.0590378,0.190463,-0.254024,0.633439,0.128238,0.0390202,-0.202683,0.0169358,-0.149005,0.106929,0.079695,-0.255516,0.281117,-0.265262,0.367514,0.350345,-0.0990487,-0.110627,0.151268,0.223969,-0.0874477,0.316065,0.2121,0.0662888,0.138814,0.164728,0.264179,0.221886,0.00545378,0.330263,0
-0.2336,0.123747,0.0779018,-0.274484,0.0395739,0.0867128,0.43931,0.0774496,-0.0846317,0.229042,-0.110399,0.0675806,-0.120635,0.0435653,-0.0172932,0.0318886,-0.0661166,0.0690699,-0.265902,0.140857,-0.00611984,-0.348211,-0.354328,-0.277221,-0.0735862,-0.139742,0.0604499,0.0271624,-0.0457507,-0.164308,-0.141002,-0.013601,-0.0157395,0.0483042,0.0960075,-0.0192646,-0.084707,0.158285,-0.192138,-0.0912317,-0.110337,-0.0219156,0.100423,0.00191185,0.0184206,0.225175,-0.0777219,-0.0905391,-0.337717,0.16372,-0.176783,-0.205459,0.228594,-0.0882713,0.115864,-0.0162661,-0.0455191,0.189666,-0.0411139,-0.0039532,0.0107814,-0.136864,0.209936,0.00252759,0.271916,0.158059,-0.045287,-0.100167,-0.0659714,0.00569952,-0.102619,0.0138176,-0.0123686,0.0765328,0.139754,0.274604,0.0384822,-0.311578,-0.381214,0.120739,-0.23733,0.0194436,0.0729696,-0.047646,0.152041,0.0857358,0.0804612,-0.0310046,-0.0770696,0.177821,0.00734841,0.108673,0.189109,-0.0112892,0.24785,0.132298,-0.144552,-0.012469,-0.0587995,-0.135977,-0.534858,0.549819,-0.299319,-0.464994,0.058912,-0.223666,-0.620318,-0.289266,0.289994,0.382492,-0.406063,0.0680532,0.302643,0.135125,-0.0127922,0.0494902,-0.0251449,0.289426,0.319294,0.092442,-0.170766,0.0510914,0.0623508,-0.296887,-0.370451,0.256076,-0.0714851,0.312602,-0.0776318,-0.197727,0.244884,-0.0779095,-0.0919033,-0.489888,-0.188012,0.209583,0.104324,0.0186819,-0.144843,-0.356326,-0.477028,-0.33577,0.153692,0.254972,-0.00497598,0.230243,-0.220582,0.228522,0.554545,0.289707,0.457074,0.443453,0.270203,-0.0960055,0.0626797,-0.372752,0.0127468,0.365899,0.0965293,-0.160364,0.180049,0.0896933,0.121866,-0.101253,0.32697,-0.0495385,-0.335918,0.348472,0.151498,0.0124294,0.0659302,0.210436,-0.333257,0.707685,0.123449,0.0228686,-0.165193,0.0741097,-0.155465,0.15363,0.0646623,-0.29608,0.373032,-0.303638,0.458332,0.415381,-0.0653307,-0.118082,0.154486,0.285908,-0.100424,0.352488,0.292242,0.119631,0.118746,0.140585,0.26098,0.206885,0.041224,0.357523,0
-0.188438,0.0977713,0.0545437,-0.219887,0.0390634,0.0683812,0.347222,0.0623572,-0.0591152,0.179278,-0.0781634,0.0518978,-0.0939033,0.037235,-0.00411195,0.0187781,-0.0518927,0.0511867,-0.210392,0.115355,-0.00880088,-0.270656,-0.281107,-0.221863,-0.061693,-0.121689,0.0451662,0.017639,-0.0298956,-0.134615,-0.111789,-0.0102409,-0.0141412,0.0261366,0.0762508,-0.0198456,-0.0737863,0.122556,-0.157724,-0.0790762,-0.0909126,-0.0201086,0.0774383,0.005227,0.024072,0.17914,-0.052959,-0.0681783,-0.258363,0.129912,-0.135415,-0.163237,0.178672,-0.078804,0.0994513,-0.0218456,-0.0301304,0.139215,-0.0425677,-0.00985889,-0.00536365,-0.111378,0.163315,-0.00211231,0.207593,0.115083,-0.039292,-0.0837514,-0.0536817,-0.00143345,-0.0778994,0.0127575,-0.00931193,0.0660927,0.111479,0.22691,0.0274154,-0.225608,-0.314413,0.0883112,-0.182302,0.0131874,0.0689737,-0.0225403,0.116216,0.070056,0.0589595,-0.0318807,-0.0538847,0.128584,0.0150258,0.0793304,0.157986,-0.0160581,0.203587,0.110331,-0.111054,0.00975761,-0.0495137,-0.117369,-0.423552,0.476789,-0.272341,-0.37288,-0.0105245,-0.213744,-0.539692,-0.218483,0.263798,0.302453,-0.323509,0.0677604,0.252169,0.125562,-0.00196589,0.0649416,-0.00880933,0.220042,0.244904,0.109189,-0.160422,0.0219501,0.00559139,-0.192354,-0.323835,0.196476,-0.0778874,0.273738,-0.0505294,-0.117262,0.195364,-0.0836758,-0.0553498,-0.422288,-0.167854,0.130328,0.0644686,0.0486242,-0.0929837,-0.261278,-0.41769,-0.262336,0.087603,0.221625,0.0317248,0.0890993,-0.206494,0.158719,0.417084,0.219954,0.3663,0.362771,0.245909,-0.046696,0.0298115,-0.319338,-0.0720881,0.320406,0.0864417,-0.161006,0.159769,0.0464536,0.0325775,-0.11055,0.292975,-0.0965614,-0.282415,0.292485,0.14269,0.0360948,0.0732141,0.194638,-0.260573,0.570723,0.135617,0.0115299,-0.205776,0.0147166,-0.157779,0.0899214,0.0699744,-0.221214,0.294376,-0.242382,0.367538,0.332879,-0.125435,-0.0708482,0.150293,0.243887,-0.0945805,0.272586,0.220396,0.0637783,0.119343,0.128745,0.253717,0.127278,0.00943406,0.297209,0
-0.322189,0.182277,0.162663,-0.405293,0.0660325,0.131514,0.672593,0.102883,-0.197694,0.347212,-0.212586,0.0963286,-0.17775,0.0373336,-0.0890435,0.0761735,-0.107877,0.119766,-0.393693,0.202968,-0.01567,-0.562736,-0.533628,-0.417063,-0.0834841,-0.159088,0.0839812,0.0828429,-0.10284,-0.219984,-0.209162,-0.0294574,0.00311504,0.128291,0.166361,0.0148144,-0.117771,0.284628,-0.259467,-0.0977907,-0.159138,-0.0164073,0.155838,-0.0045537,-0.00908525,0.343595,-0.176495,-0.138709,-0.561427,0.248798,-0.29015,-0.307551,0.356882,-0.0773811,0.150639,0.0220437,-0.143302,0.347411,-0.0295562,0.0160892,0.089104,-0.190293,0.348581,0.0177672,0.454246,0.264565,-0.0321236,-0.132181,-0.107433,0.0476259,-0.171263,0.0151837,-0.0448879,0.0714798,0.199799,0.368078,0.0871459,-0.572707,-0.495748,0.217378,-0.362021,0.0402974,0.0670984,-0.156716,0.263219,0.139649,0.168253,-0.0236784,-0.177498,0.342054,-0.035573,0.1599,0.251362,0.0230813,0.361097,0.195759,-0.232332,-0.126352,-0.0744023,-0.147242,-0.674448,0.558225,-0.353071,-0.670412,0.199927,-0.313304,-0.70503,-0.367077,0.255807,0.396871,-0.59338,0.112913,0.289106,0.271279,-0.0882574,0.153576,-0.0189858,0.429756,0.532526,0.14082,-0.313457,0.193817,0.0608871,-0.482007,-0.229269,0.401699,0.217493,0.375032,-0.221456,-0.3144,0.191746,-0.0304014,-0.0902186,-0.479044,-0.151265,0.295192,0.229448,-0.0260256,-0.308985,-0.580778,-0.558151,-0.366619,0.139081,0.195779,-0.150649,0.542897,-0.315628,0.356776,0.728991,0.344345,0.594093,0.670928,0.171984,-0.334419,0.309076,-0.580076,0.315069,0.269119,0.233843,-0.29928,0.0696689,0.121987,0.337271,-0.158488,0.278772,0.149748,-0.494013,0.486349,0.134754,-0.013871,-0.0230103,0.0358897,-0.41096,1.06189,0.117146,-0.023487,0.0301804,0.362348,-0.216552,0.230218,-0.106619,-0.459988,0.562397,-0.281156,0.665057,0.646423,0.21143,-0.135725,0.352721,0.29453,-0.133976,0.325335,0.55734,0.0229133,-0.0643957,0.213032,0.130241,0.458518,0.172411,0.568933,0
-0.217302,0.113742,0.0694937,-0.255344,0.0417896,0.0810305,0.407685,0.0704163,-0.0767447,0.212977,-0.0964484,0.0582322,-0.109969,0.0419471,-0.0118459,0.0267127,-0.0610489,0.061337,-0.247267,0.134035,-0.00796572,-0.321625,-0.329072,-0.258621,-0.0684672,-0.135625,0.054114,0.0241018,-0.0397094,-0.155383,-0.130971,-0.0123424,-0.0145006,0.0392996,0.0919284,-0.0195419,-0.0810498,0.146649,-0.183008,-0.0871292,-0.104679,-0.023036,0.0890018,0.00592185,0.0231162,0.210876,-0.0708812,-0.0822613,-0.312787,0.152512,-0.163208,-0.192202,0.210636,-0.0874682,0.113553,-0.019323,-0.0431479,0.171504,-0.0434937,-0.00611957,0.00479916,-0.130238,0.195727,-0.000974622,0.248178,0.141795,-0.0428799,-0.0963507,-0.0623349,0.00318728,-0.0939231,0.0136339,-0.0132804,0.0738936,0.128902,0.259885,0.034242,-0.278846,-0.360008,0.107441,-0.218753,0.0163282,0.0726548,-0.0372618,0.14019,0.0815162,0.0738906,-0.0338025,-0.0693318,0.159908,0.0122074,0.0955718,0.180491,-0.0144603,0.235202,0.127101,-0.132215,-0.00280734,-0.0551442,-0.130214,-0.492284,0.522108,-0.303125,-0.407571,0.0421563,-0.231132,-0.59319,-0.221066,0.269367,0.347075,-0.373075,0.0876434,0.283094,0.14928,-0.015052,0.0602394,-0.0158644,0.2569,0.304223,0.103172,-0.169466,0.0553897,0.0316611,-0.265216,-0.356579,0.234708,-0.0596613,0.30828,-0.070905,-0.139822,0.174705,-0.102735,-0.0867728,-0.456245,-0.173201,0.159067,0.0938963,0.0226851,-0.132151,-0.301826,-0.452514,-0.302768,0.124011,0.221532,0.00450204,0.190055,-0.211556,0.200971,0.520895,0.268577,0.427989,0.419109,0.260989,-0.0672911,0.0526353,-0.369897,-0.0142301,0.335865,0.10643,-0.167207,0.13965,0.0451593,0.0947948,-0.0815943,0.311564,-0.054511,-0.327074,0.319263,0.145929,0.0230069,0.0749269,0.214462,-0.298406,0.659078,0.131849,0.0263735,-0.18982,0.0510242,-0.158351,0.134114,0.0498077,-0.268286,0.329578,-0.279507,0.434274,0.381103,-0.076691,-0.120451,0.170968,0.238562,-0.106767,0.326756,0.248831,0.0892528,0.0985552,0.161849,0.280283,0.215973,0.0444272,0.341526,0
